,Unnamed: 0,data,sentiment
1082,1152,trường này toàn những tay tổ như ô nhớ ô cường  lò ấp thuê ts “ chân vịt “ giáo sư “ giữ hộ tiền “  thảo nào ngành hàng hải vn có hai ông kễnh phá gia chi tử vnasin  vinalai thầy nào tớ lấy mà ,negative
1083,1153,thu về cho nhà nước ngay vì không phạm tội tham ô thì cũng phạm tội rữa tiền,negative
1084,1154,nhiều quá nhớ thế chó nào được,negative
1085,1155,các bà con ở quê làm nông gửi ý mà,negative
1086,1156,vn chúng ta là một đất nước đặc biệt vì ko có tham ô bởi vì tài sản khủng của các quan đều là do họ hàng nhờ đứng tên dùm  ,negative
1087,1158,ông nay làm cán bộ đảng viên nhưng rất nghèo đồng ho ông chay xe ôm buôn bán lặt vặt nuôi heo gà nên rất giàu tiền gửi ngân hang quá nhiều rồi số tiền nhỏ lẻ nhờ nhà ông gửi giùm,negative
1088,1159,thanh tra toàn bộ tài khoản của hiệu trưởng các trường đại học thì còn nhiều hơn thế  một thời mở cửa các lãnh đạo thi nhau đục nước béo cò giàu tự nhiên nhờ có quyền chức bảo sao ko có chạy chức quyền quyền lực  tiền vàng đô la vào nhà  làm sao quét sạch được ,negative
1089,1160,bản chất cát đản thì lý lẽ nó cũng lưu manh trơ trẽn,negative
1090,1161,chắc là chuyện đùa thôi chứ làm gì có chuyện ngược đời như vậy,negative
1091,1162,chẳng ai tin ông tới mức nhờ gửi tiền nhiều như vậy ,negative
1092,1163,lay tien nha nuoc lam cua rieng cho minh 1 loai lanh dao ky sinh trung,negative
1093,1164,lại quan cướp ngày nữa đây,negative
1094,1165,cuop đau ra ma lam the?bon nay an khung vay,negative
1095,1166,dạo này tin tức đưa làm cho mọi người bùi ngùi mà cảm thương đám bò đỏ bò tót,negative
1096,1167,"tỷ lệ tử vong của người nhiễm covid-19 trên 70 tuổi là 5,4 liệu ông trump có may mắn thoát khỏi con số tử thần đó ",negative
1097,1168,trum phải sống vì chú tập và bọn cầm quyền cộng sản bắc kinh,negative
1098,1169,phut 89 chua biet ket qua tran dau,negative
1099,1170,cẩn thẩn dính bẫy mọi đối thủ,positive
1100,1172,vậy là ông quý vu khống bt đăk lak là thật ,negative
1101,1173,các bệnh viện chuẩn bị tinh thần đi là vừa bệnh viện k hẳn là cái tên nằm trong tầm ngắm kế tiếp của bác tô lâm ,negative
1102,1174,tam ngam  thoi di cac bac,negative
1103,1175,mong bộ công an xử lý nghiêm khắc cái trò nâng giá không những ở các bệnh viện mà cả nơi có đầu tư công,negative
1104,1176,"trung quy lại,lại không giải quyết được vấn đề gì chung tay nhau nâng khống giá ăn chia rồi lại đại ca campuchia đâu lại đóng đó chỉ chết dân mà thôi biết rồi nói mãi",negative
1105,1177,ngày trả giá của bọn thạch sùng đã đến,negative
1106,1178,bệnh nhân như những kẻ chết đuối mà bv là chiếc cọc để bơ bíu những kẻ bất nhân sẽ lợi dụng hoàn cảnh này để trục lợi mong pl hãy công minh để bv người dân,negative
1107,1179,bay gio thanh tra toan bo các bệnh viẻn thi se co ngay ,negative
1108,1180,hầu hết các nơi chỉ khác nhau là nâng nhiều hay ít thôi,negative
1109,1181,cũng nên và phải lấy lại sự công bằng cho người bệnh,negative
1110,1182,ko nhanh các bv còn lại chúng hợp thức hóa lại các hợp đồng văn bản thì  huề cả nhà,negative
1111,1183,cha ông nói đúng là quan lại,negative
1112,1184,thế là từ nay quan chức không thể cậy dựa vào sức khỏe để trốn tội nữa rồi,negative
1113,1185,nhiều tiền quá muốn ở nhà hưởng thụ,negative
1114,1186,không có ngoại lệ nào cho tội phạm hẳn chung biết rõ điều đó chứ.đã là tội phạm thì đều giống nhau ở hắn không còn sự tôn trọng,negative
1115,1187,"thế là anh chung đảm chức chủ tịch là không phải vì dân,vì nước à...nếu làm đúng thì đã khong vào lò",negative
1116,1188,đang khoẻ như trâu cứ xộ khám là đổ bệnh thế thì bọn chăm sóc sk cho cán bộ cao cấp toàn óc chó cả à,negative
1117,1189,lê đức tùng mình là dân ko đc nói cán bộ vậy đây gọi là đổ có qui trình nhé bạn cái gì cũng phải có qui trình chứ,negative
1118,1191,mải vơ vét ko kịp hưởng thụ nay tống giám mới ngẫm lại mà sao mình tham thế vợ con thì mới ngộ ra là tham quá đã đẩy chồng cha mình vào nhà giam bạn bè ngộ ra mình đã tham mưu đểu lúc đang gọi là vinh quang ai nghĩ vào lò nhỉ?chung ơi em chết là phải rồi,negative
1119,1192,tại ngoại chỉ cần 1 tuần thôi là chết liền giống như phạm quý ngọ lúc ấy thì chó chết hết truyện,negative
1120,1193,mấy thắng cho đe đó cứ cho nó ăn la ngón hết để làm gương may ra thằng khác lên nó ko dám làm bậy nữa,negative
1121,1194,thằng đảng nào cũng vậy hi sinh đời cha củng cố đời con,negative
1122,1195,chia buồn cùng bạn và gia đình dám làm dám chịu mình là anh hùng sao phải hèn,negative
1123,1196,pháp luật đâu phải cái chợ a chung nhỉ ,negative
1124,1197,thằng này không chết được đâu nó phải nếm mùi 30 năm trong trại giam lúc nào hết án nó mới chết,negative
1125,1198,đừng lấy lý do đột quỵ hay ung thư biết trước sẽ có ngày hôm nay thì ăn vừa thôi lo cho dân một phần với,negative
1126,1199,bt nó gặp dân nó to mồm lắm,negative
1127,1200,trốn tội hay ko trốn tội cũng nhờ đèn trời nhé,negative
1128,1201,ăn được thì chịu được  đừng đơn từ gì nữa,negative
1129,1202,kg dc noi xấu can bô nhe,negative
1130,1203,thằng này mà cho tại ngoại là bị chết liền...không thì cũng bị điên đơn giản diệt khẩu,negative
1131,1204,tt trump là một tay chơi poker rất giỏi – thế cờ này ai đã sắp xếp hay tự nhiên,negative
1132,1206,trưởng công an quận phải chịu trách nhiệm trước dân,negative
1133,1207,"dân biêt hết chỉ cán bộ c,a khg chịu hiểu",negative
1134,1209,thế này thì chúng giết nguoi ko cần gươm súng hitle gọi bọn này bằng cụ tổ tại đâu nên cơ sự này,negative
1135,1210,tu vo anh vì thế chúng ta mới tôn vinh đạo của quê ông ấy,negative
1136,1212,có cái thất đức bởi thằng ăn trộm nó đường cùng buộc lòng phải đi ăn trộm ăn cắp kể cả của người nghèo lẫn người ốm đau bệnh tật nhưng đằng này toàn là những hàng giáo sư tiến sĩ rồi chức danh thầy thuốc này nọ mà bọn họ vì tiền moi tiền ăn cả của ngư…see more,negative
1137,1213,tất vả những trò “ xã hội hoá “ trong các ngành y tế  giáo dục  văn hoá vv chỉ là mảnh đất cho các quan tham bắt tay tư nhân để bòn rút tiền dân hoặc công khố quốc gia thôi  chắc trên thế giới này chỉ có ở cái nền kt thị trường có đuôi  định hướng xhcn  mới có cái trò này thôi ,negative
1138,1214,phải nhờ đến công an chứ để bộ ytế kiểm tra thì khác nào vừa đá bóng vừa thổi còi,negative
1139,1215,ai cũng jun sợ trc cái chết đây là đk tốt nhất cho nhũng con kền kền ăn xác sống,negative
1140,1216,bệnh viện k là viện có tham nhũng vs sách nhiễu người bệnh nặng nhất cần điều tra để làm sạch để người bệnh đỡ khổ,negative
1141,1217,một đồng một cốt làm rõ biết ngay,negative
1142,1218,tàn nhẫn thật người bệnh ung thư chắc chắc chắn 99 chết rồi làm cho người thân phải kiệt quệ,negative
1143,1219,bệnh nhân quyên góp tiền cho bác chạy chức,negative
1144,1220,"còn ai nữa mà hỏi,,,tủ hình 1 thằng thì nó khai toẹt hết thôi",negative
1145,1222,một lũ kiêu binh  tay cường không phải là ông trời  nếu ô quý vu khống đã có luật pháp  các ô là những người đang điều hành xh mà xứ lý vụ việc theo kiểu luật của kẻ mạnh la quá tiểu nhân đấy  nhắc cho các ô công ân đlak và tay cường mà không mạnh câu này “ trên vua còn có trời “ nhìn vụ vũ nhôm và chung con đi  hãy nghĩ khi gậy chống lưng bị gẫy nhé ,negative
1146,1223,việc này xảy ra ở đâu vi phạm thế nào tại sao lại là ca đaklak xử lý đại diện cho chính quyền hay đại diện quyền lực người dân đâu có điên để đem trứng chọi đá pháp luật như vậy người dân biết tin vào ai nếu là người dân thì sai phạm ở đâu xử lý ở đó còn anh này là quyền cao chức trọng hay gì ,negative
1147,1224,chả hiểu cái gì cả người dân mù mịt chả biết đâu mà lần,negative
1148,1225,giờ có tiền đầu tư thì sợ thua lỗ gửi ngân hàng thì bị cướp thế này làm sao đây cả nhà,negative
1149,1226,ở việt nam chuyện gì cũng có thể xảy ra,negative
1150,1227,chẳng còn thể thống gì nữa chuyện gì cũng có thể xảy ra đúng là vn,negative
1151,1228,  hóa ra cướp nằm ngay trong ngân hàng à mà lại chính là hang ổ của cướp   chỉ vì ham hố lãi xuất ngân hàng ,negative
1152,1229,ông tập không ngờ kế hoạch bẫy nợ của mình lại đẩy chính ông vào cái hố nợ khổng lồ,negative
1153,1231,sao vingroup lại bắt người nghèo phục vụ kẻ giàu như thế vin chơi khôn thế này ai chơi lại,negative
1154,1232,"báo này cứng thật,chưa báo nào dám bóc mẽ họ đâu,rất bản lĩnh",negative
1155,1233,tư bản đỏ là thế mà ,negative
1156,1234,đóng 2 để “bảo vệ người lao động” nhưng chả thấy ai bảo vệ người lao động còn tổng liên đoàn lđ thì ngồi hưởng lãi từ 29.000 tỷ cho vay liệu tổ chức đó xứng đáng tồn tại hay không,negative
1157,1235,các hội đều sống ký sinh,negative
1158,1236,nếu đúng thì không còn gì cả  là nơi bảo vệ quyền lợi ,negative
1159,1237,a thiệt chứ hồi trước mình làm cty tới tháng nhận lương là phải nộp tiền c đoàn rồi tới khi mình khó khăn thì chẳng thấy c đoàn đâu cả,negative
1160,1238,hảy giải tán tất cả cái gọi là hội ở vn để người dân bớt khổ,negative
1161,1239,nếu làm tới thì thiếu gì lý do hợp lý để bào chữa.hợp lý.và lại tập thể thống nhất có cá nhân nào phải chịu trách nhiệm đâu.rồi đâu lại vào đấy.chỉ người lao động phải chịu thôi,negative
1162,1240,ăn trên xác đồng loại.họ là ai,negative
1163,1241,nên bỏ công đoàn vô nghĩa,negative
1164,1242,neu la ki sinh thi loai bo ngay ko de cai bon an bam tren mo hoi va nuoc mat cuă cn,negative
1165,1243,giải tán mẹ bọn chó này di,negative
1166,1244,giang hồ cứ xì xèo về những phi vụ “đi đêm” gom đất công của bầu hiển mà dễ gì tư nhân chạm tay vào “miếng phô mai” béo ngậy nếu không biết chia phần không biết khoản chi chênh ngoài giá mua trên sổ sách nhẩm sơ sơ cỡ 4.000 tỉ đồng đã được bơm ra gom cổ phần dnnn mà nguồn tiền bí ẩn “điều chuyển” từ đâu,negative
1167,1245,nghi ngờ shark liên chỉ là con cờ thâu tóm dự án cung cấp nước sạch cho hà nội rồi chuyển giao cho nước ngoài nước ngoài kiểm soát nguồn nước cung cấp cho mấy triệu dân mà ta lại chẳng biết ai đứng sau những cty ấy,negative
1168,1246,đừng nói là tq thầu vụ này nhé ngộ độc quy mô có ngày,negative
1169,1247,nguồn nước mà lọt vào tay những kẻ thù địch thì dám nghĩ tiếp,negative
1170,1248,nếu là người nước ngoài xấu bụng bỏ thuốc độc vào nguồn nước thì cán bộ to cỡ nào cũng ung thư mà chết,negative
1171,1249,đó cũng là sự yếu kém của chính quyền,negative
1172,1250,cho vào quay là biết ngay,positive
1173,1251,nuoc la dung sau rui con ai vao dc day,negative
1174,1253,mất 14 ngày ngồi nhà là xong  tt lo gì,negative
1175,1254,poor you i hope you get well soon,negative
1176,1257,cháu con của em gái mình bản tính cũng ghê gớm một hôm mẹ nó đi đón con đến cửa lớp thấy mẹ của bạn mách nó cào bạn xước tan một bên má bạn ra nhưng ng mẹ chỉ vừa trách và vừa nhắc nhở lần sau con ko đc lm ntn với bạn nhé mẹ nào mà chẳng xót con em gái mình nói   đến mình nhìn còn xót xa nữa là mẹ bạn ý vậy mà  con người có văn hóa ng ta xử sự vậy đó,negative
1177,1258,cho thằng này quỳ xuống xin cháu nhỏ  nếu nó làm được thì mong gđ cháu tha cho nó ,negative
1178,1259,nhìn mặt thằng khùn nầy là biết ngu biến thái cho nó vào tù ăn đá xem nó còn hung hăng nổi kg,negative
1179,1260,nhìn mặt là biết dân du côn rồi,negative
1180,1261,thằng đó chuẩn bị đi 24 tháng xa nhà đi hành hung hành hạ đánh trẻ em tội không hề nhẹ hội bảo vệ trẻ em đâu sao không lên tiếng biết bao trẻ em bị hành hạ bị dâm ô bị hiêp nhưng không ai lên tiếng cần bỏ các hội liên quan đến quyền lợi của trẻ đi,negative
1181,1262,chắc anh này hồi lúc đi học món đạo đức không có điểm nào cả nè,negative
1182,1263,nguyễn thư khi thằng này học đến môn đạo đức thì cô giáo ốm chết đấy,negative
1183,1264,nhìn con mắt của người này đủ biết là tàn bạo o có lương tâm rồi,negative
1184,1265,"đây ko phải việc 2 gia đình nữa.hãy để pháp luật xử lí,để răn đe và ngăn chặn hậu quả và bảo vệ các cháu",negative
1185,1266,nếu người ta cũng đánh con của mày như vậy rồi xin lỗi mày có chịu không thằng chó nếu là tao thì may khỏi phải nói chuyện an thua với một đứa bé,negative
1186,1267,hành động ko thể chấp nhận được cần có hình thức xử phạt để răn đe nhà trường ko thể cho phép phụ huynh tiếp cận với các cháu ko phải con cháu m tại trong lớp hoc  trách nhiệm của giáo viên  lãnh đạo ,negative
1187,1268,chuyện của con nít thì để con nít tự giải quyết với nhau dưới sự hướng dẫn của cô giáo và phụ huynh đàn ông con trai ai lại đi hành hung đứa bé 2t,negative
1188,1269,nhìn mặt dầy nhiều thịt biết ác,negative
1189,1270,cũng tầm tuổi con mình mà bạo hành như vậy  đúng ko phải loài người,negative
1190,1271,nhìn mặt không đến nỗi mà lại cục súc thế,negative
1191,1272,mau nguoi anh hùng nhát trong nam hãy bình chọn top anh hùng khon nạn nhat,negative
1192,1273,đánh tay đôi với bé 2 tuổi thắng chắc  haha,positive
1193,1274,thằng này giống trung quốc.qua mặt như mặt lộn ý,negative
1194,1275,mẹ tổ cụ thắng súc vật bé 2 tuổi biết gì mà đánh em bé súc vật ơi,negative
1195,1276,con bé mới 2 tuổi thg này mà táy chắc sẽ hằn sâu sợ hãi,positive
1196,1277,nhìn giống trung quốc,negative
1197,1278,thôi ra đầu thú đi  để được giảm nhẹ tội ,negative
1198,1279,không xin lỗi rồi bỏ qua được,negative
1199,1280,con nít 2tuổi ngứa răng  chúng hay cắn bạn học cùng tuổi chuyện ko lớn mình lớn đi đánh con nít nhìn mặt ko đến nỗi nào thôi đi năn nỉ đấy xin lỗi đi cầu xin ng ta tha cho,negative
1200,1281,mặt nó cũng giống mặt con lợn quá cơ,negative
1201,1282,nhìn bản mặt là đã biết loại vô đạo đức rồi,negative
1202,1283,thằng này ngày xưa có được học mẫu giáo đâu,negative
1203,1284,ngu hết phần người khác,negative
1204,1285,thằng này khép vào tội ngược dãi trẻ e.cho vào tù,negative
1205,1286,em co lam sao cac con em em ko co lam sao thi con nguoi ta chet,negative
1206,1287,dit me sao luc danh con nguoi ta kg suy nghi bay gio xin loi may ma be kg sao lo co gi may xin loi dc kg,negative
1207,1288,trung quốc hay sao vay,negative
1208,1289,to lớn như này mà đánh bé 2 tuổi sao,negative
1209,1290,thằng này nhìn bặm trợn gớm,negative
1210,1291,anh e lào cai sử thằng này đi,negative
1211,1292,bỏ tù may là vàng thế con người ta là cứt ah,negative
1212,1293,anh sing mạnh dữ,positive
1213,1294,sao việt nam chưa kiện trung quốc về những công trình chậm tiến độ và không khả thi nhỉ,negative
1214,1295,vn luôn là một đối tác đang được mỹ nhắm tới để tăng cường quan hệ và đằng sau mục tiêu đó là gì ,negative
1215,1296,"mỹ muốn nga tq ràng buộc vũ khí hạt nhân không gì tốt hơn là giúp đỡ và khuyến khích các nước nhật bản hàn quốc đài loan,úc và việt nam có vũ khí hạt nhân chỉ khi đó tq mới chịu ngồi vào bàn đàm phán không phổ biến,phát triển vũ khí hạt nhân và không còn là mối đe doạ đối với các nước láng giềng",negative
1216,1297,hãy giúp cho việt nam có vknt,negative
1217,1298,cần phải học triều tiên học cuba  để vn tự vệ trước tàu,negative
1218,1300,sai một ly đi một dặm lẽ ra phải ý kiến với cô giáo quản lý lớp nếu để tái diễn thì báo cáo ban giám hiệu hành xử côn đồ với đứa bé 2 tuổi là hành vi ko thể chấp nhận,negative
1219,1301,tuynh quang thấy cứ đưa chức quyền ra dân đen ai bảo vệ,negative
1220,1302,khoa phan trong thành ý thức hệ mất rồi nhưng đó là sự thật đó anh ạ,negative
1221,1303,khoa phan trong chuẩn bác,positive
1222,1304,dang giang le từ xưa tới nay chúng nó là bố đời,negative
1223,1305,giờ có quyền nó xử lý nhanh lắm còn dân chờ mỏi mòn mới tới ớn giỏi dân mà đc làm nhanh nhu vụ này thì kg bị tồn đọng,negative
1224,1306,thắng chó chứ anh gì ơi thằng đó chuẩn bị đi 24 tháng xa nhà đi hành hung hành hạ đánh trẻ em tội không hề nhẹ hội bảo vệ trẻ em đâu sao không lên tiếng biết bao trẻ em bị hành hạ bị dâm ô bị hiêp nhưng không ai lên tiếng cần bỏ các hội liên quan đến quyền lợi của trẻ đi,negative
1225,1307,thôi nó xin thì cho nhưng phải cho nó chuộc lổi trong trại cải tạo ,negative
1226,1308,báo này giật tít láo lếu  ai cũng có thể kiện,negative
1227,1309,mẹ vks con mới có hy vọng sao ăn sâu  sâu và sâu lắm rồi,negative
1228,1310,bắt cho nó đi tù mới kinh ,negative
1229,1311,camry nguyen 2 tuổi mà đánh bé nhu vậy chó chứ người gi,negative
1230,1312,nguyen van cuong bố làm tha hả,negative
1231,1313,xui hoy!de xem thang cho do bi ntn,negative
1232,1314,huu long nguyen vào khám đại bàng nó dần ra bã,negative
1233,1316,viện kiểm sát công an các loại  toà án  hải quan thuế thanh tra quân đội  bây giờ là nhất,negative
1234,1318,chết mịa mày chưa óc chó,negative
1235,1319,gian thế này bảo sao không giàu cho được,negative
1236,1320,có bằng chứng khong....bắt nha ,negative
1237,1322,cả xã hội này đều lừa dối để lắm giàu bất chính,negative
1238,1323,thanh binh chính xác ,negative
1239,1325,nếu không thỏa thuận được thì về khu vực nn cách ly và tuân thủ các quy định của chính phủ nghỉ chơi việt jet,negative
1240,1328,ko cần làm đễ nâng giá làm giàu cho khoe,negative
1241,1329,bọn quan chức tỉnh này nó ăn tàn sát luôn,negative
1242,1330,ủa ai chịu trách nhiệm  trời,negative
1243,1331,đang chờ công ngệ mới đó,negative
1244,1334,đừng bao giờ cho tq làm bất kỳ cái gì trên đất nước của việt nam chúng hãy tỉnh rấc khi nhìn con đường cát linh các doanh nghiệp của chúng ta thừa sức làm,negative
1245,1335,không bám chó thì đâu còn ai ị cho tụi tham lam ăn,negative
1246,1336,chanh v nguyen chuẩn luôn đấy,positive
1247,1338,tổng thầu rất tốt nhưng còn thiếu kinh nghiêm một câu nói vô trách nhiệm đến ngu người câu sau chửi câu trước sao có thể làm bộ trưởng được nhỉ,negative
1248,1339,the phai dang làm k tế mà thể nói câu đấy chưng tỏ trình độ quá ngu ,negative
1249,1341,sập bẫy rồi vẫn cứ thò thêm chân vào ,negative
1250,1342,các quan bám nhà thầu tq đa số là quan tham thích lại quả nhiều  các nhà thầu khác như nhật  hàn  mỹ khg ăn được mà có ăn bị họ tố ngay nên sợ  chỉ có các quan thanh liên thì các công trình mới có chất lượng và xã hội mới phát triển được  ok ,negative
1251,1343,bà là một nhà kinh tế học nhưng cũng là nhà chính trị học chuc bà mạnh khỏe hạnh phúc,negative
1252,1344,vì đồng tiền chúng sẵn sàng bán cả đất nước,negative
1253,1345,tài ăn chia rất mạnh cán bộ chì chon tàu thôi,negative
1254,1346,đg mùa nc cạn giếng sâu lắm ếch con cứ ở đấy kêu khản cổ rồi toi,negative
1255,1348,thời điểm tuyệt vời để những ai có ý định mua xe có sự so sánh lựa chọn xe hàn  nhật hay vifast cùng phân khúc suv 2.0 ,positive
1256,1349,do giá bán ảo  nên nhà sx giảm bao nhiêu chả đc  cũng như đi siêu thị  thấy hàng khuyến mại thì thi nhau mua  họ khuyến mại thì lấy j mà trả lương cho một đội ngũ người phục vụ  điều hòa mát lạnh  thang máy chạy vô tư  cho nên ko ảo tưởng ,negative
1257,1350,có sèng cũng không mua thứ nhất trật đường thứ 2 trật nhà thứ3 không có chỗ gửi thứ 4 ra đường hay bị mấy bác áo vàng hỏi thăm  chưa kể phí các loại vv vv,negative
1258,1351,fadil bán 50 tr đồng ý không đại lý,negative
1259,1352,có không vậy  quất 1 em ngay,negative
1260,1354,kệ m e me nặng nó  muốn nói gì là quyền nó  việc ta ta làm  không tin được lũ sói đội lốt cừu,negative
1261,1355,việt nam phải là áo tàng hình để chống chủ nghĩa bành chướng  lật lọng của tq  xuyên suốt thời gian chưa lúc nào tq vơi tham vọng lấn chiếm láng giềng  đặc biệt biển đông loại cú vọ khốn đáng ghét☻,negative
1262,1356,ko tin những j tay tập nói  hãy xem nó hành xử ta sẽ rõ ,negative
1263,1358,kiểu này tq chỉ còn đường chết,negative
1264,1359,trump dính covid nhiều thằng thân tàu vui ra mặt,negative
1265,1360,thế giới chung tay loại trung quốc ra khỏi những sân chơi lớn,negative
1266,1361,sống sao để cả thế giới quay lưng vầy thì còn chơi được với ai nữa,negative
1267,1362,sự gian lận tận cùng trái đất.hi,negative
1268,1363,còn chứ còn mấy thằng đàn em xhcn nữa mà lo gì ,negative
1269,1364,ông trump lại ra đòn hiểm rồi,negative
1270,1366,khi một người phụ nữ tham vọng về tiền và quyềnnúp sau người đàn ông thìđừng hỏi tại sao vua nghe vợ mất nước…see more,negative
1271,1367,"cổ nhân nói cấm có sai:""vua nghe vợ mất nước quan nghe vợ vào tù",negative
1272,1368,lời nói người xưa đâu có sai,negative
1273,1369,tất cả đều đến nhà bác chung chuyến này khó thoát rồi,negative
1274,1370,cũng tại quá ngộ nhận  nđc tưởng đôi bàn tay sẽ che phủ kín trời nam  việt nam  ai dè giờ lộ vãi ra cả bàn dân thiên hạ toang rồi ô chung ơi tưởng rằng đức chung ai dè giờ là cáo chung ,negative
1275,1371,  công trình dự án lớn nhỏ nào củng đều có bàn tay của bọn tham nhũng cơ hội ,negative
1276,1372,cả bọn tham nhũng chỉ tìm và bằng mọi cách để hút máu đồng bào mình vơ vét tiền cho đầy túi tham...ắt sẽ phải trả giá,negative
1277,1373,sao đến bây giờ bà liên vẫn ung dung tự toại thế nhỉ,negative
1278,1374,chắc bà liên đang chuẩn bị quà và cả mùng màn vào trại thăm sếp chung con,positive
1279,1375,độc quyền 22/23 sân bay thì lợi nhuận đổ vào túi bao nhiêu có hết phở chỉ là 1 cái máy chém thôi,negative
1280,1377,không thể tin tên này được chừng nào thấy thông tin trên thời sự ở ti vi thì mới tin bọn nó câu lai đấy...và đánh bóng tên tuổi thôi,negative
1281,1378,hãy tin vào truyền thông chính thống của nhà nước không cá nhân nào lại đại diện cho quốc gia được,negative
1282,1379,nghe nói là một chuyện vậy khi nào ông lấy lại được rồi hả nói,negative
1283,1380,nhìn mặt nó tin được kg bà con,negative
1284,1381,thế thì khi nào mới lấy lại được đây,negative
1285,1383,rất cần có nhg thẩm phán giỏi và công taam như thế này,negative
1286,1384,hoan hô vks thành phố  cần chuyển ca điều tra những mưu mô lươn lẹo áp giá đất thấp để chia chát của những tên cán bộ mất chất  truy tố bắt đi tù hết để thanh lọc đội ngũ cán bộ trong sạch ,negative
1287,1385,́ khi thua kiện lại làm 1 cuộc tra nguồn gốc  bọn này có chịu thua ai,negative
1288,1386,bon loi dung chc quyen dinh ăn cuop cua dan mà không thành,negative
1289,1387,gấp có 1000 lần thôi mà,negative
1290,1389,cung cách làm ăn thế này khác gì lừa khách hàng để chấn lột hàng không kiêm cả môi giới khách sạn đúng là khốn nạn đã mua vé ko ký vào cam kết cách ly ks 5 sao sẽ bị hủy chuyến vậy khác gì bắt buộc trong khi luật ra là tự nguyện ai chẳng muốn cá…see more,negative
1291,1390,lại ăn như súc vật ép bà con mình lũ súc sinh,negative
1292,1391,lúc miễn phí thì ra vẻ ta đây giàu có muốn ở khách sạn muốn đc phục vụ dịch vụ cao caps vì “ có tiền”  bây giờ phải trả phí cách ly lại gào lên ăn vạ ng dân trong nc cưu mang lúc dịch bệnh cũng phải thắt lưng buộc bụng đấy đừng đòi ăn k nữa k có đâu,negative
1293,1392,ăn cướp giữa ban ngày ah đm cách ly thi phải cho lua chọn chứ,negative
1294,1393,cho nơi sang trọng cũng náo loạn cho vào nơi bình thường cũng chê bai  cho vào đâu ,negative
1295,1394,sao ko đẩy chúng đi khứ hồi là chúng vải ra quần ngay mà,negative
1296,1395,mong rang ca the gioi biet duoc viec lam nay cua lanh dao vn that xau ho,negative
1297,1396,làm gì có chuyện 5 giá 300 usd..báo nói nhé,negative
1298,1397,nó phản đối thì cho nó ra chuồng chó,negative
1299,1398,cho chúng nó biến sớm,positive
1300,1399,cách ly mà vào 5 sao bị sao vậy,negative
1301,1400,thu tiền cách ly là có chuyện ngay mà,negative
1302,1401,loi dung dich benh de san sau kiem an,negative
1303,1402,đấy là mới tính ở mỹ còn ở các nước khác như síp như vụ ông phạm phú quốc thì con số này còn cao hơn nhiều công nhận các bác nhà mình lắm tiền thật,negative
1304,1403,đơn giản thôi.ở việt nam mua nhà hay đất chỉ đc sử dụng trong 50 năm đây là chưa tính dự án đó khi khởi công là 10 năm rồi chỉ còn lại 40 năm.khg may luật thay đổi hay vớ vẩn lại dính dự án hay nhà nước thu hồi.thua.ở mĩ quyền sở hữu là vĩnh viễn họ mua nhà ở mĩ đầu tư có phải chắc chắn khg,negative
1305,1404,xem lại tư cách những người mua nhà ở mỹ ,negative
1306,1406,nguyễn khánh bọc cao nhưng ngu thì học nhiều cũng chỉ bt đc chút xíu thôi à,negative
1307,1407,cái bài của chúng đó như quần đùi dây chun đổi sang quần đùi dây rút và ngược lại,negative
1308,1408,o còn gì để làm hay sao mà cứ ngồi đó nghĩ ra những trò ruồi bu này để mong trục lợi thật đáng buồn khi đất nước có những công chức loại này,negative
1309,1409,anh tuan tran đằng sau nó là cả một mưu kế,negative
1310,1411,đề nghị đổi tên bộ giao thông thành bộ thăng thiên,negative
1311,1412,nhục quá  đầu đất thì nghỉ toàn chuyện ruồi bu không dân chửi nó từ lâu và nhiều vô kể nhưng nó cứ trơ mặt ra chắc đứt cộng giây nhục trong đầu từ lâu rồi ,negative
1312,1413,sao nó kg đổi bộ gtvt thành bộ di chuyển chuyên chở cho dể hiểu luôn,negative
1313,1414,ở nước người ta phát minh có lợi cho đất nước còn nước mình nó nghỉ ba cái chuyện tàu lau không đem lợi lộc gì cho đất nước chỉ có nghỉ phá hại,negative
1314,1415,mang tiếng các  ngài  học cao mà toàn có những  tối kiến  luẩn quẩn lại họp lại mấy thời gian vì mấy chuyện vô bổ,negative
1315,1417,"gà què ăn quẩn cối xay.,ko còn việc gì thông minh,khoa học sáng tạo hữu ích hơn đầu óc như chổi cùn tàn mạt bày chuyện ăn tạp đề tài vớ vẩn",negative
1316,1418,lại có thêm cách để moi tiền nói trắng ra là cái bộ ăn không ngồi rồi đừng vươn vòi bạch tuộc hút máu dân rồi hại nước nữa ba không làm nên trò trống gì cả thay đổi luôn xoành sạch để tạo kẽ hở moi tiền và làm những việc mà ám mà thôi,negative
1317,1419,não kém phát triển sao vẫn làm quan được nhỉ...toàn bọn ngáo ngồi phòng lạnh,negative
1318,1420,ha tran vì cái thằng ở trên cùng có não đâu nên phải bố trí những tên không não thôi,negative
1319,1422,bộ gtvt của cu thể không có gì làm nghĩ ra nhiều việc phá tiền của dân,negative
1320,1423,mỗi lần thay đổi là mỗi lần ta đốt không biết bao nhiêu tấn giấy tờ liệu bộ gtvt có phải họ đang phá hoại kinh tế đất nước khi số người mất việc do dịch covid tăng mạnh,negative
1321,1424,đưa chú thể vào lò ngay để chú ấy có thời gian đẻ ra những từ mới thay thế từ cũ,negative
